from,to,sent_diff,created_at
user_793,user_662,-1,2015-05-15T17:40:39Z
user_802,user_662,4,2015-05-14T18:22:53Z
user_826,user_662,4,2015-05-06T12:08:37Z
user_834,user_662,3,2015-05-16T18:58:58Z
user_957,user_662,1,2015-05-16T09:30:01Z
user_964,user_662,4,2015-05-19T10:22:58Z
user_14,user_663,3,2015-05-20T21:11:55Z
user_19,user_663,1,2015-05-11T11:47:17Z
user_50,user_663,4,2015-05-19T21:41:45Z
user_76,user_663,4,2015-05-17T10:18:54Z
user_100,user_663,1,2015-05-06T09:51:03Z
user_107,user_663,3,2015-05-19T19:17:31Z
user_128,user_663,1,2015-05-20T07:21:05Z
user_217,user_663,-2,2015-05-19T21:37:06Z
user_247,user_663,4,2015-05-10T10:45:50Z
user_307,user_663,4,2015-05-12T13:27:27Z
user_383,user_663,4,2015-05-07T15:36:24Z
user_406,user_663,3,2015-05-08T22:13:35Z
user_458,user_663,-0,2015-05-14T16:28:57Z
user_466,user_663,-2,2015-05-14T13:26:10Z
user_503,user_663,-0,2015-05-06T07:27:42Z
user_509,user_663,1,2015-05-17T13:01:47Z
user_517,user_663,1,2015-05-09T17:54:27Z
user_542,user_663,2,2015-05-21T09:50:23Z
user_645,user_663,1,2015-05-12T21:18:15Z
user_657,user_663,4,2015-05-18T07:47:47Z
user_665,user_663,3,2015-05-12T18:15:20Z
user_690,user_663,-2,2015-05-16T09:05:23Z
user_709,user_663,3,2015-05-14T10:50:34Z
user_768,user_663,4,2015-05-15T13:35:04Z
user_771,user_663,1,2015-05-15T17:03:39Z
user_798,user_663,2,2015-05-20T23:36:39Z
user_802,user_663,4,2015-05-21T22:18:55Z
user_813,user_663,4,2015-05-12T08:24:30Z
user_831,user_663,1,2015-05-08T23:34:34Z
user_869,user_663,3,2015-05-19T22:10:34Z
user_886,user_663,1,2015-05-06T23:28:09Z
user_891,user_663,2,2015-05-14T16:04:47Z
user_934,user_663,1,2015-05-06T14:43:29Z
user_943,user_663,3,2015-05-19T14:52:41Z
user_952,user_663,4,2015-05-15T14:12:55Z
user_957,user_663,4,2015-05-12T08:18:33Z
user_1026,user_663,3,2015-05-18T21:57:21Z
user_1049,user_663,3,2015-05-14T06:16:45Z
user_1054,user_663,2,2015-05-17T21:37:19Z
user_1078,user_663,1,2015-05-16T01:07:14Z
user_56,user_664,3,2015-05-16T14:41:37Z
user_80,user_664,-4,2015-05-07T22:23:56Z
user_123,user_664,2,2015-05-20T11:19:55Z
user_128,user_664,-2,2015-05-20T11:47:55Z
user_145,user_664,2,2015-05-19T20:16:55Z
user_220,user_664,4,2015-05-11T21:04:11Z
user_289,user_664,1,2015-05-18T21:58:49Z
user_306,user_664,3,2015-05-12T18:32:37Z
user_388,user_664,3,2015-05-07T19:19:09Z
user_427,user_664,2,2015-05-21T17:26:24Z
user_439,user_664,2,2015-05-12T17:07:43Z
user_452,user_664,1,2015-05-20T15:12:50Z
user_471,user_664,-0,2015-05-19T13:34:31Z
user_495,user_664,1,2015-05-21T10:05:03Z
user_591,user_664,1,2015-05-14T06:46:28Z
user_688,user_664,-3,2015-05-09T10:15:29Z
user_724,user_664,-1,2015-05-13T16:25:54Z
user_740,user_664,1,2015-05-21T11:32:11Z
user_753,user_664,1,2015-05-19T18:40:38Z
user_766,user_664,3,2015-05-18T21:33:28Z
user_813,user_664,0,2015-05-11T17:06:52Z
user_858,user_664,-2,2015-05-19T19:38:19Z
user_897,user_664,3,2015-05-12T16:51:06Z
user_920,user_664,1,2015-05-19T08:02:52Z
user_959,user_664,1,2015-05-11T20:04:50Z
user_971,user_664,4,2015-05-15T13:00:41Z
user_988,user_664,2,2015-05-10T13:02:29Z
user_1019,user_664,1,2015-05-11T11:06:57Z
user_1022,user_664,4,2015-05-15T19:25:14Z
user_1058,user_664,3,2015-05-18T07:29:17Z
user_1083,user_664,2,2015-05-14T08:51:24Z
user_1095,user_664,3,2015-05-09T16:46:44Z
user_4,user_665,-1,2015-05-09T14:05:01Z
user_13,user_665,1,2015-05-19T23:42:07Z
user_31,user_665,-3,2015-05-18T14:59:02Z
user_49,user_665,-4,2015-05-16T16:37:34Z
user_125,user_665,-3,2015-05-20T07:26:02Z
user_197,user_665,-4,2015-05-09T16:43:27Z
user_250,user_665,-2,2015-05-11T21:11:57Z
user_278,user_665,-1,2015-05-15T11:05:28Z
user_287,user_665,3,2015-05-21T16:02:05Z
user_292,user_665,-1,2015-05-07T22:19:05Z
user_393,user_665,1,2015-05-18T22:33:41Z
user_472,user_665,4,2015-05-16T15:39:12Z
user_498,user_665,1,2015-05-12T15:26:07Z
user_506,user_665,3,2015-05-09T14:11:47Z
user_583,user_665,1,2015-05-07T19:46:48Z
user_640,user_665,0,2015-05-17T21:51:05Z
user_667,user_665,3,2015-05-15T08:00:54Z
user_670,user_665,-0,2015-05-08T16:08:40Z
user_674,user_665,-3,2015-05-16T01:18:54Z
user_716,user_665,2,2015-05-19T13:51:53Z
user_749,user_665,1,2015-05-20T11:22:09Z
user_753,user_665,-1,2015-05-16T16:30:36Z
user_774,user_665,2,2015-05-14T08:26:53Z
user_811,user_665,0,2015-05-15T21:41:15Z
user_838,user_665,1,2015-05-14T19:42:15Z
user_858,user_665,0,2015-05-15T11:03:39Z
user_895,user_665,2,2015-05-18T17:08:43Z
user_915,user_665,-3,2015-05-17T18:05:11Z
user_917,user_665,-1,2015-05-07T16:33:17Z
user_935,user_665,1,2015-05-21T17:18:13Z
user_959,user_665,2,2015-05-06T13:44:17Z
user_972,user_665,3,2015-05-10T16:02:37Z
user_983,user_665,3,2015-05-20T21:51:33Z
user_988,user_665,0,2015-05-16T22:14:31Z
user_994,user_665,-1,2015-05-07T17:30:12Z
user_1094,user_665,4,2015-05-07T19:26:52Z
user_2,user_666,4,2015-05-15T13:10:07Z
user_45,user_666,4,2015-05-14T12:40:57Z
user_63,user_666,4,2015-05-07T03:08:22Z
user_78,user_666,4,2015-05-10T15:51:28Z
user_104,user_666,0,2015-05-11T19:31:37Z
user_180,user_666,1,2015-05-19T09:47:42Z
user_209,user_666,1,2015-05-14T23:21:37Z
user_254,user_666,1,2015-05-18T10:03:14Z
user_266,user_666,0,2015-05-10T12:19:17Z
user_269,user_666,4,2015-05-06T13:34:49Z
user_281,user_666,4,2015-05-14T21:56:06Z
user_334,user_666,4,2015-05-09T18:36:58Z
user_364,user_666,-0,2015-05-18T22:18:20Z
user_386,user_666,4,2015-05-10T07:45:54Z
user_391,user_666,1,2015-05-19T13:06:39Z
user_397,user_666,2,2015-05-13T10:07:51Z
user_422,user_666,3,2015-05-09T11:07:53Z
user_517,user_666,3,2015-05-11T21:47:52Z
user_621,user_666,2,2015-05-21T12:15:19Z
user_809,user_666,4,2015-05-13T14:58:44Z
user_824,user_666,0,2015-05-11T21:20:29Z
user_848,user_666,3,2015-05-20T17:36:24Z
user_876,user_666,1,2015-05-12T21:25:55Z
user_882,user_666,3,2015-05-15T15:50:12Z
user_895,user_666,2,2015-05-12T23:56:25Z
user_899,user_666,1,2015-05-20T14:12:26Z
user_908,user_666,1,2015-05-17T12:12:00Z
user_911,user_666,2,2015-05-17T17:17:37Z
user_956,user_666,4,2015-05-12T15:07:35Z
user_957,user_666,1,2015-05-16T23:31:31Z
user_963,user_666,0,2015-05-19T00:10:05Z
user_966,user_666,1,2015-05-07T19:24:43Z
user_1021,user_666,4,2015-05-18T20:55:40Z
user_1031,user_666,1,2015-05-09T21:29:57Z
user_1087,user_666,1,2015-05-19T13:07:15Z
user_1088,user_666,3,2015-05-18T22:30:56Z
user_1093,user_666,2,2015-05-11T08:51:00Z
user_90,user_667,0,2015-05-07T05:19:04Z
user_113,user_667,3,2015-05-21T07:53:46Z
user_115,user_667,2,2015-05-11T18:48:04Z
user_120,user_667,2,2015-05-19T11:55:37Z
user_167,user_667,1,2015-05-21T08:31:31Z
user_223,user_667,-0,2015-05-19T08:02:39Z
user_248,user_667,4,2015-05-20T20:57:34Z
user_265,user_667,3,2015-05-20T14:45:24Z
user_299,user_667,-2,2015-05-11T10:58:31Z
user_362,user_667,1,2015-05-13T17:15:14Z
user_406,user_667,3,2015-05-19T19:13:33Z
user_409,user_667,1,2015-05-16T07:52:36Z
user_475,user_667,3,2015-05-21T12:57:18Z
user_505,user_667,1,2015-05-17T10:43:26Z
user_571,user_667,3,2015-05-19T21:35:37Z
user_585,user_667,2,2015-05-17T21:25:50Z
user_595,user_667,0,2015-05-20T22:20:29Z
user_684,user_667,3,2015-05-21T21:14:08Z
user_689,user_667,-0,2015-05-18T06:21:29Z
user_701,user_667,3,2015-05-20T21:22:32Z
user_715,user_667,1,2015-05-10T19:57:17Z
user_719,user_667,4,2015-05-11T18:47:55Z
user_733,user_667,0,2015-05-17T17:23:07Z
user_744,user_667,3,2015-05-17T21:51:10Z
user_779,user_667,0,2015-05-21T14:53:07Z
user_792,user_667,3,2015-05-12T17:01:08Z
user_795,user_667,2,2015-05-11T22:05:29Z
user_851,user_667,2,2015-05-11T13:25:55Z
user_982,user_667,2,2015-05-20T08:37:03Z
user_987,user_667,0,2015-05-20T22:21:45Z
user_1034,user_667,2,2015-05-20T23:31:12Z
user_1045,user_667,1,2015-05-20T09:25:22Z
user_1060,user_667,1,2015-05-17T17:32:29Z
user_47,user_668,-1,2015-05-16T09:58:51Z
user_70,user_668,4,2015-05-14T14:00:04Z
user_96,user_668,3,2015-05-07T11:29:35Z
user_131,user_668,-1,2015-05-12T10:45:01Z
user_175,user_668,4,2015-05-18T21:52:36Z
user_188,user_668,-2,2015-05-13T17:04:56Z
user_215,user_668,2,2015-05-09T12:45:32Z
user_242,user_668,1,2015-05-17T13:42:17Z
user_243,user_668,0,2015-05-12T22:12:14Z
user_252,user_668,2,2015-05-19T09:05:17Z
user_264,user_668,2,2015-05-12T23:47:25Z
user_294,user_668,-2,2015-05-13T09:27:32Z
user_295,user_668,-2,2015-05-15T09:32:18Z
user_308,user_668,-4,2015-05-20T20:18:25Z
user_332,user_668,0,2015-05-06T08:56:23Z
user_369,user_668,1,2015-05-21T12:33:21Z
user_465,user_668,-2,2015-05-19T12:28:21Z
user_501,user_668,0,2015-05-20T08:50:33Z
user_530,user_668,2,2015-05-17T19:21:22Z
user_542,user_668,-1,2015-05-16T16:37:10Z
user_554,user_668,4,2015-05-07T06:58:15Z
user_641,user_668,-2,2015-05-07T16:12:14Z
user_645,user_668,1,2015-05-18T10:03:09Z
user_659,user_668,-2,2015-05-09T21:52:01Z
user_663,user_668,-0,2015-05-17T12:26:20Z
user_677,user_668,-3,2015-05-19T21:06:32Z
user_686,user_668,3,2015-05-10T14:33:12Z
user_706,user_668,-2,2015-05-18T09:01:13Z
user_713,user_668,1,2015-05-17T08:08:36Z
user_730,user_668,2,2015-05-20T23:07:24Z
user_777,user_668,3,2015-05-12T21:37:03Z
user_803,user_668,4,2015-05-18T09:11:04Z
user_923,user_668,-1,2015-05-12T17:36:58Z
user_960,user_668,1,2015-05-16T19:36:58Z
user_971,user_668,4,2015-05-12T09:19:36Z
user_984,user_668,3,2015-05-09T10:57:46Z
user_986,user_668,-1,2015-05-21T16:27:16Z
user_988,user_668,2,2015-05-21T09:10:30Z
user_992,user_668,1,2015-05-19T14:43:51Z
user_1025,user_668,1,2015-05-11T22:08:40Z
user_1035,user_668,-2,2015-05-18T06:23:07Z
user_1067,user_668,-1,2015-05-19T10:09:52Z
user_26,user_669,2,2015-05-17T20:21:31Z
user_34,user_669,1,2015-05-21T08:30:11Z
user_75,user_669,4,2015-05-08T07:23:34Z
user_190,user_669,1,2015-05-12T13:28:35Z
user_214,user_669,4,2015-05-17T17:43:30Z
user_220,user_669,4,2015-05-18T14:39:20Z
user_232,user_669,1,2015-05-12T08:00:39Z
user_289,user_669,2,2015-05-19T08:03:22Z
user_307,user_669,0,2015-05-12T08:59:27Z
user_317,user_669,3,2015-05-14T19:31:04Z
user_372,user_669,2,2015-05-21T12:00:46Z
user_436,user_669,1,2015-05-18T22:01:49Z
user_480,user_669,2,2015-05-12T19:41:26Z
user_490,user_669,3,2015-05-06T19:20:46Z
user_552,user_669,2,2015-05-07T20:01:22Z
user_574,user_669,0,2015-05-19T21:29:26Z
user_629,user_669,2,2015-05-06T18:18:36Z
user_640,user_669,4,2015-05-14T10:56:16Z
user_689,user_669,0,2015-05-14T09:24:29Z
user_714,user_669,0,2015-05-14T14:01:58Z
user_795,user_669,-1,2015-05-06T21:05:31Z
user_872,user_669,-2,2015-05-15T09:54:03Z
user_891,user_669,2,2015-05-16T08:09:46Z
user_944,user_669,2,2015-05-21T12:39:08Z
user_992,user_669,2,2015-05-21T22:23:37Z
user_1004,user_669,4,2015-05-15T21:35:29Z
user_1014,user_669,2,2015-05-07T20:35:59Z
user_1019,user_669,4,2015-05-19T23:02:48Z
user_1032,user_669,3,2015-05-21T19:47:42Z
user_1036,user_669,4,2015-05-06T06:23:13Z
user_13,user_670,4,2015-05-07T21:30:50Z
user_20,user_670,4,2015-05-19T21:48:44Z
user_98,user_670,4,2015-05-16T17:13:31Z
user_127,user_670,2,2015-05-19T13:58:01Z
user_135,user_670,1,2015-05-20T08:03:12Z
user_151,user_670,-1,2015-05-15T19:53:35Z
user_154,user_670,2,2015-05-18T07:52:51Z
user_179,user_670,1,2015-05-12T15:51:59Z
user_243,user_670,1,2015-05-21T07:34:54Z
user_259,user_670,1,2015-05-09T18:20:30Z
user_271,user_670,4,2015-05-16T19:50:12Z
user_380,user_670,2,2015-05-07T21:17:39Z
user_382,user_670,3,2015-05-18T15:49:54Z
user_510,user_670,4,2015-05-15T14:07:27Z
user_520,user_670,4,2015-05-07T14:05:55Z
user_564,user_670,2,2015-05-16T13:40:17Z
user_591,user_670,2,2015-05-17T12:08:35Z
user_618,user_670,4,2015-05-10T20:42:03Z
user_664,user_670,2,2015-05-21T12:08:56Z
user_724,user_670,3,2015-05-21T12:46:23Z
user_740,user_670,4,2015-05-13T19:59:18Z
user_839,user_670,3,2015-05-11T23:42:53Z
user_843,user_670,3,2015-05-21T08:20:04Z
user_874,user_670,3,2015-05-10T14:26:16Z
user_896,user_670,4,2015-05-18T17:29:49Z
user_921,user_670,2,2015-05-10T11:19:18Z
user_943,user_670,3,2015-05-17T22:39:29Z
user_944,user_670,-0,2015-05-11T05:48:50Z
user_966,user_670,1,2015-05-07T22:29:51Z
user_980,user_670,-0,2015-05-10T17:56:13Z
user_1016,user_670,4,2015-05-21T23:46:24Z
user_1071,user_670,0,2015-05-12T20:02:39Z
user_1091,user_670,4,2015-05-21T23:51:50Z
user_1100,user_670,4,2015-05-21T22:12:13Z
user_27,user_671,0,2015-05-19T21:08:50Z
user_52,user_671,3,2015-05-20T16:56:39Z
user_89,user_671,-0,2015-05-17T08:05:40Z
user_92,user_671,-2,2015-05-12T09:56:05Z
user_107,user_671,3,2015-05-07T19:16:13Z
user_112,user_671,-2,2015-05-16T11:33:11Z
user_119,user_671,1,2015-05-13T09:01:24Z
user_152,user_671,4,2015-05-13T11:52:08Z
user_331,user_671,2,2015-05-13T22:07:30Z
user_346,user_671,3,2015-05-11T10:40:28Z
user_365,user_671,4,2015-05-20T02:31:12Z
user_390,user_671,-0,2015-05-12T22:23:56Z
user_428,user_671,1,2015-05-14T21:17:17Z
user_493,user_671,2,2015-05-05T19:50:33Z
user_516,user_671,1,2015-05-19T23:15:52Z
user_591,user_671,3,2015-05-20T02:59:31Z
user_635,user_671,2,2015-05-14T19:53:52Z
user_653,user_671,3,2015-05-21T14:05:55Z
user_690,user_671,4,2015-05-21T15:02:44Z
user_717,user_671,3,2015-05-16T12:53:56Z
user_718,user_671,2,2015-05-15T23:29:45Z
user_719,user_671,3,2015-05-19T09:59:28Z
user_734,user_671,-1,2015-05-07T22:43:13Z
user_770,user_671,2,2015-05-17T23:57:30Z
user_820,user_671,1,2015-05-06T23:00:59Z
user_830,user_671,-2,2015-05-09T22:33:14Z
user_876,user_671,1,2015-05-11T21:11:26Z
user_926,user_671,2,2015-05-20T16:41:58Z
user_938,user_671,3,2015-05-21T14:11:06Z
user_1001,user_671,2,2015-05-14T11:12:33Z
user_1013,user_671,4,2015-05-20T10:02:22Z
user_1018,user_671,2,2015-05-06T11:55:29Z
user_1022,user_671,2,2015-05-06T07:41:30Z
user_13,user_672,1,2015-05-17T08:11:44Z
user_55,user_672,1,2015-05-20T16:15:02Z
user_84,user_672,4,2015-05-15T04:48:37Z
user_101,user_672,2,2015-05-17T13:59:33Z
user_103,user_672,3,2015-05-12T09:49:40Z
user_133,user_672,1,2015-05-18T20:31:15Z
user_153,user_672,0,2015-05-08T20:52:30Z
user_220,user_672,4,2015-05-14T12:46:42Z
user_328,user_672,4,2015-05-15T18:43:45Z
user_394,user_672,-1,2015-05-15T07:59:03Z
user_441,user_672,2,2015-05-20T19:27:26Z
user_470,user_672,2,2015-05-11T22:37:15Z
user_498,user_672,3,2015-05-10T17:01:06Z
user_513,user_672,-0,2015-05-08T00:09:07Z
user_550,user_672,0,2015-05-10T22:37:14Z
user_570,user_672,4,2015-05-09T21:30:55Z
user_607,user_672,3,2015-05-11T14:18:09Z
user_665,user_672,1,2015-05-06T13:39:09Z
user_774,user_672,2,2015-05-21T22:49:23Z
user_831,user_672,3,2015-05-13T08:53:14Z
user_942,user_672,1,2015-05-20T09:38:37Z
user_985,user_672,3,2015-05-12T10:52:50Z
user_1018,user_672,1,2015-05-09T20:33:43Z
user_29,user_673,2,2015-05-16T22:51:58Z
user_118,user_673,2,2015-05-21T14:24:07Z
user_238,user_673,-3,2015-05-09T16:22:47Z
user_258,user_673,-2,2015-05-14T05:56:49Z
user_259,user_673,1,2015-05-06T13:58:19Z
user_286,user_673,3,2015-05-18T15:39:50Z
user_325,user_673,-0,2015-05-18T08:22:16Z
user_343,user_673,3,2015-05-13T07:29:19Z
user_345,user_673,-2,2015-05-12T22:52:32Z
user_479,user_673,3,2015-05-19T09:13:34Z
user_594,user_673,-2,2015-05-08T17:17:57Z
user_629,user_673,0,2015-05-06T22:09:44Z
user_649,user_673,1,2015-05-19T13:17:51Z
user_653,user_673,2,2015-05-15T13:35:42Z
user_655,user_673,-2,2015-05-06T22:08:13Z
user_661,user_673,-0,2015-05-21T23:03:51Z
user_731,user_673,0,2015-05-18T11:23:45Z
user_801,user_673,-0,2015-05-14T22:55:57Z
user_834,user_673,1,2015-05-06T11:48:17Z
user_839,user_673,1,2015-05-15T22:00:34Z
user_963,user_673,2,2015-05-09T17:37:52Z
user_969,user_673,1,2015-05-08T08:37:34Z
user_971,user_673,-1,2015-05-21T06:53:13Z
user_992,user_673,-0,2015-05-20T16:09:44Z
user_1065,user_673,2,2015-05-12T22:09:45Z
user_1090,user_673,-0,2015-05-20T12:00:31Z
user_16,user_674,-0,2015-05-09T18:23:11Z
user_28,user_674,-2,2015-05-16T19:32:58Z
user_32,user_674,0,2015-05-18T09:08:31Z
user_46,user_674,-4,2015-05-20T22:46:39Z
user_90,user_674,4,2015-05-15T15:51:39Z
user_96,user_674,1,2015-05-21T15:12:14Z
user_103,user_674,0,2015-05-07T14:01:23Z
user_155,user_674,0,2015-05-17T09:26:11Z
user_164,user_674,2,2015-05-12T22:40:26Z
user_172,user_674,-1,2015-05-21T19:13:29Z
user_239,user_674,1,2015-05-19T11:25:17Z
user_247,user_674,-2,2015-05-21T14:33:36Z
user_272,user_674,3,2015-05-06T10:23:46Z
user_322,user_674,1,2015-05-19T22:39:08Z
user_375,user_674,0,2015-05-12T13:43:41Z
user_427,user_674,-1,2015-05-11T21:49:04Z
user_449,user_674,-3,2015-05-06T17:05:40Z
user_502,user_674,-3,2015-05-17T11:58:08Z
user_503,user_674,-3,2015-05-16T20:52:35Z
user_506,user_674,-3,2015-05-19T16:06:52Z
user_514,user_674,3,2015-05-17T10:42:36Z
user_524,user_674,-1,2015-05-19T09:13:47Z
user_621,user_674,3,2015-05-18T12:00:39Z
user_661,user_674,-2,2015-05-11T21:43:38Z
user_667,user_674,1,2015-05-16T18:14:45Z
user_678,user_674,-4,2015-05-10T22:02:42Z
user_684,user_674,3,2015-05-17T08:23:31Z
user_696,user_674,-2,2015-05-18T22:03:57Z
user_754,user_674,-3,2015-05-19T13:09:19Z
user_771,user_674,0,2015-05-14T19:39:17Z
user_775,user_674,0,2015-05-11T18:38:03Z
user_777,user_674,-1,2015-05-21T21:27:30Z
user_797,user_674,-1,2015-05-11T23:51:03Z
user_803,user_674,-0,2015-05-13T20:58:21Z
user_805,user_674,1,2015-05-10T10:42:55Z
user_842,user_674,1,2015-05-16T12:21:07Z
user_860,user_674,1,2015-05-16T10:55:02Z
user_941,user_674,1,2015-05-21T07:55:34Z
user_971,user_674,2,2015-05-17T20:14:50Z
user_990,user_674,-0,2015-05-21T18:23:50Z
user_1002,user_674,-3,2015-05-13T22:25:52Z
user_1011,user_674,-0,2015-05-20T23:24:51Z
user_1044,user_674,4,2015-05-11T21:30:40Z
user_1045,user_674,2,2015-05-13T10:09:13Z
user_1059,user_674,1,2015-05-11T20:50:10Z
user_20,user_675,4,2015-05-16T21:44:51Z
user_149,user_675,2,2015-05-11T20:55:30Z
user_161,user_675,0,2015-05-20T21:35:34Z
user_275,user_675,2,2015-05-12T22:48:39Z
user_325,user_675,0,2015-05-08T22:01:41Z
user_401,user_675,0,2015-05-10T12:23:00Z
user_447,user_675,-0,2015-05-16T19:47:30Z
user_507,user_675,2,2015-05-07T20:32:59Z
user_511,user_675,1,2015-05-10T12:25:25Z
user_556,user_675,2,2015-05-10T10:32:43Z
user_587,user_675,4,2015-05-19T21:32:56Z
user_598,user_675,3,2015-05-15T20:04:01Z
user_620,user_675,3,2015-05-18T17:29:04Z
user_653,user_675,2,2015-05-15T13:10:07Z
user_703,user_675,3,2015-05-06T22:01:01Z
user_713,user_675,1,2015-05-14T22:01:54Z
user_775,user_675,4,2015-05-21T10:57:19Z
user_804,user_675,4,2015-05-13T22:56:38Z
user_826,user_675,0,2015-05-14T15:17:19Z
user_859,user_675,2,2015-05-21T15:12:28Z
user_860,user_675,3,2015-05-09T09:44:22Z
user_915,user_675,2,2015-05-14T12:08:42Z
user_984,user_675,-1,2015-05-19T12:15:07Z
user_986,user_675,0,2015-05-20T22:41:18Z
user_1037,user_675,3,2015-05-09T12:03:14Z
user_28,user_676,1,2015-05-15T13:33:12Z
user_51,user_676,1,2015-05-16T12:18:28Z
user_73,user_676,2,2015-05-13T22:13:45Z
user_140,user_676,2,2015-05-18T11:31:16Z
user_161,user_676,1,2015-05-20T16:11:15Z
user_192,user_676,2,2015-05-07T13:05:05Z
user_249,user_676,3,2015-05-16T12:55:52Z
user_255,user_676,-0,2015-05-19T23:15:09Z
user_306,user_676,-0,2015-05-19T07:36:24Z
user_383,user_676,2,2015-05-08T23:55:37Z
user_393,user_676,-0,2015-05-21T12:10:46Z
user_422,user_676,1,2015-05-11T18:00:08Z
user_441,user_676,3,2015-05-08T07:23:34Z
user_445,user_676,2,2015-05-06T09:29:44Z
user_509,user_676,1,2015-05-10T16:52:21Z
user_512,user_676,4,2015-05-20T12:24:01Z
user_545,user_676,1,2015-05-20T08:28:12Z
user_559,user_676,4,2015-05-21T12:07:53Z
user_568,user_676,2,2015-05-11T20:20:32Z
user_611,user_676,4,2015-05-10T16:26:32Z
user_659,user_676,-3,2015-05-21T07:00:48Z
user_695,user_676,1,2015-05-06T20:34:43Z
user_734,user_676,3,2015-05-12T07:44:13Z
user_743,user_676,2,2015-05-17T20:21:31Z
user_745,user_676,4,2015-05-20T22:57:36Z
user_747,user_676,1,2015-05-06T20:19:15Z
user_886,user_676,3,2015-05-09T10:39:40Z
user_913,user_676,1,2015-05-21T23:52:56Z
user_929,user_676,3,2015-05-10T13:53:34Z
user_945,user_676,1,2015-05-20T15:16:04Z
user_1076,user_676,3,2015-05-14T00:22:00Z
user_21,user_677,3,2015-05-15T18:49:10Z
user_56,user_677,-0,2015-05-14T08:27:00Z
user_62,user_677,-4,2015-05-14T12:10:28Z
user_67,user_677,-3,2015-05-18T21:03:20Z
user_89,user_677,1,2015-05-15T08:48:53Z
user_236,user_677,0,2015-05-16T13:28:25Z
user_265,user_677,1,2015-05-09T16:21:49Z
user_278,user_677,-3,2015-05-17T11:10:30Z
user_326,user_677,3,2015-05-18T06:50:56Z
user_354,user_677,-2,2015-05-19T21:31:49Z
user_372,user_677,0,2015-05-18T21:59:00Z
user_383,user_677,3,2015-05-14T14:38:44Z
user_397,user_677,0,2015-05-13T12:35:38Z
user_409,user_677,0,2015-05-13T13:39:47Z
user_483,user_677,-0,2015-05-15T17:42:33Z
user_504,user_677,0,2015-05-17T09:13:00Z
user_505,user_677,-4,2015-05-16T20:41:23Z
user_580,user_677,0,2015-05-11T20:33:47Z
user_620,user_677,1,2015-05-19T09:35:59Z
user_676,user_677,1,2015-05-17T09:54:33Z
user_701,user_677,2,2015-05-21T12:59:21Z
user_743,user_677,1,2015-05-13T11:08:14Z
user_802,user_677,2,2015-05-15T18:48:44Z
user_815,user_677,1,2015-05-19T13:13:27Z
user_819,user_677,-1,2015-05-18T16:32:07Z
user_865,user_677,-4,2015-05-08T19:57:08Z
user_885,user_677,-3,2015-05-19T21:52:59Z
user_942,user_677,-0,2015-05-19T20:56:00Z
user_947,user_677,0,2015-05-10T22:08:47Z
user_953,user_677,3,2015-05-14T19:33:51Z
user_986,user_677,-0,2015-05-19T00:48:36Z
user_1009,user_677,-4,2015-05-07T22:58:17Z
user_1011,user_677,0,2015-05-14T20:25:09Z
user_1037,user_677,1,2015-05-20T21:46:36Z
user_1050,user_677,-3,2015-05-12T14:41:49Z
user_1068,user_677,2,2015-05-16T19:49:45Z
user_1093,user_677,-4,2015-05-14T06:48:25Z
user_45,user_678,2,2015-05-18T21:10:04Z
user_78,user_678,4,2015-05-08T23:59:37Z
user_95,user_678,-1,2015-05-21T11:10:54Z
user_129,user_678,2,2015-05-20T00:11:11Z
user_176,user_678,2,2015-05-19T12:23:05Z
user_183,user_678,-3,2015-05-09T12:18:35Z
user_240,user_678,1,2015-05-10T20:04:20Z
user_242,user_678,-1,2015-05-12T07:35:42Z
user_250,user_678,4,2015-05-21T08:58:03Z
user_287,user_678,-2,2015-05-16T12:32:34Z
user_372,user_678,0,2015-05-15T14:05:11Z
user_390,user_678,-1,2015-05-21T18:25:34Z
user_392,user_678,2,2015-05-11T14:28:28Z
user_393,user_678,-2,2015-05-14T14:10:37Z
user_489,user_678,4,2015-05-15T09:12:15Z
user_517,user_678,1,2015-05-08T20:52:30Z
user_571,user_678,2,2015-05-18T22:41:06Z
user_604,user_678,1,2015-05-16T15:34:16Z
user_610,user_678,-2,2015-05-15T07:50:55Z
user_640,user_678,2,2015-05-14T11:16:37Z
user_650,user_678,0,2015-05-10T20:06:27Z
user_668,user_678,1,2015-05-16T16:37:34Z
user_759,user_678,-4,2015-05-17T16:58:21Z
user_82,user_679,3,2015-05-11T14:04:51Z
user_118,user_679,4,2015-05-20T22:41:26Z
user_163,user_679,2,2015-05-11T08:31:30Z
user_180,user_679,4,2015-05-14T11:09:05Z
user_206,user_679,-0,2015-05-16T23:20:43Z
user_229,user_679,1,2015-05-16T12:32:34Z
user_244,user_679,1,2015-05-13T20:56:25Z
user_255,user_679,1,2015-05-09T10:13:59Z
user_322,user_679,4,2015-05-20T22:12:28Z
user_335,user_679,2,2015-05-18T20:07:32Z
user_336,user_679,2,2015-05-09T10:39:36Z
user_363,user_679,-1,2015-05-08T15:42:40Z
user_423,user_679,2,2015-05-10T16:35:58Z
user_429,user_679,-0,2015-05-09T10:58:40Z
user_491,user_679,-1,2015-05-07T16:13:10Z
user_498,user_679,1,2015-05-17T10:24:43Z
user_544,user_679,4,2015-05-20T20:39:37Z
user_571,user_679,2,2015-05-10T19:00:17Z
user_614,user_679,4,2015-05-19T23:50:54Z
