from,to,time,cascade_id
548,15,12,408
96,137,12,408
108,137,12,408
275,137,12,408
826,137,12,408
878,137,12,408
932,137,12,408
991,137,12,408
769,137,12,408
159,137,12,408
1152,137,12,408
548,137,12,408
710,137,12,408
96,613,12,408
108,613,12,408
275,613,12,408
826,613,12,408
878,613,12,408
932,613,12,408
991,613,12,408
769,613,12,408
159,613,12,408
1152,613,12,408
548,613,12,408
710,613,12,408
96,230,12,408
108,230,12,408
275,230,12,408
826,230,12,408
878,230,12,408
932,230,12,408
991,230,12,408
769,230,12,408
159,230,12,408
1152,230,12,408
548,230,12,408
710,230,12,408
465,96,13,408
465,769,13,408
750,769,13,408
861,769,13,408
465,710,13,408
750,710,13,408
861,710,13,408
858,710,13,408
465,932,13,408
750,932,13,408
861,932,13,408
858,932,13,408
475,932,13,408
465,1152,13,408
750,1152,13,408
861,1152,13,408
858,1152,13,408
475,1152,13,408
1167,1152,13,408
465,159,13,408
750,159,13,408
861,159,13,408
858,159,13,408
475,159,13,408
1167,159,13,408
465,275,13,408
750,275,13,408
861,275,13,408
858,275,13,408
475,275,13,408
1167,275,13,408
465,991,13,408
750,991,13,408
861,991,13,408
858,991,13,408
475,991,13,408
1167,991,13,408
114,991,13,408
465,878,13,408
750,878,13,408
861,878,13,408
858,878,13,408
475,878,13,408
1167,878,13,408
114,878,13,408
193,878,13,408
465,108,13,408
750,108,13,408
861,108,13,408
858,108,13,408
475,108,13,408
1167,108,13,408
114,108,13,408
193,108,13,408
465,548,13,408
750,548,13,408
861,548,13,408
858,548,13,408
475,548,13,408
1167,548,13,408
114,548,13,408
193,548,13,408
825,548,13,408
465,826,13,408
750,826,13,408
861,826,13,408
858,826,13,408
475,826,13,408
1167,826,13,408
114,826,13,408
193,826,13,408
825,826,13,408
499,193,14,408
925,193,14,408
499,858,14,408
925,858,14,408
67,858,14,408
499,750,14,408
925,750,14,408
67,750,14,408
80,750,14,408
126,750,14,408
499,1167,14,408
925,1167,14,408
67,1167,14,408
80,1167,14,408
126,1167,14,408
499,475,14,408
925,475,14,408
67,475,14,408
80,475,14,408
126,475,14,408
499,114,14,408
925,114,14,408
67,114,14,408
80,114,14,408
126,114,14,408
13,114,14,408
499,825,14,408
925,825,14,408
67,825,14,408
80,825,14,408
126,825,14,408
13,825,14,408
54,825,14,408
649,825,14,408
499,465,14,408
925,465,14,408
67,465,14,408
80,465,14,408
126,465,14,408
13,465,14,408
54,465,14,408
649,465,14,408
499,861,14,408
925,861,14,408
67,861,14,408
80,861,14,408
126,861,14,408
13,861,14,408
54,861,14,408
649,861,14,408
129,861,14,408
337,861,14,408
1034,861,14,408
815,649,15,408
815,126,15,408
26,126,15,408
815,13,15,408
26,13,15,408
815,80,15,408
26,80,15,408
815,925,15,408
26,925,15,408
815,499,15,408
26,499,15,408
18,499,15,408
482,499,15,408
815,129,15,408
26,129,15,408
18,129,15,408
482,129,15,408
815,54,15,408
26,54,15,408
18,54,15,408
482,54,15,408
815,337,15,408
26,337,15,408
18,337,15,408
482,337,15,408
815,1034,15,408
26,1034,15,408
18,1034,15,408
482,1034,15,408
815,67,15,408
26,67,15,408
18,67,15,408
482,67,15,408
567,67,15,408
147,26,16,408
898,26,16,408
147,18,16,408
898,18,16,408
646,18,16,408
147,567,16,408
898,567,16,408
646,567,16,408
147,482,16,408
898,482,16,408
646,482,16,408
751,482,16,408
586,646,17,408
862,646,17,408
586,147,17,408
862,147,17,408
438,147,17,408
483,147,17,408
586,751,17,408
862,751,17,408
438,751,17,408
483,751,17,408
586,898,17,408
862,898,17,408
438,898,17,408
483,898,17,408
57,898,17,408
423,862,18,408
423,483,18,408
423,438,18,408
434,438,18,408
423,57,18,408
434,57,18,408
135,57,18,408
423,586,18,408
434,586,18,408
135,586,18,408
913,434,19,408
913,423,19,408
1304,423,19,408
913,135,19,408
1304,135,19,408
993,913,20,408
993,1304,20,408
1362,1258,0,409
591,117,0,410
469,166,0,414
557,166,0,414
266,869,0,417
1071,266,1,417
188,365,0,424
635,188,1,424
886,188,1,424
112,886,2,424
159,112,3,424
912,623,0,427
267,912,1,427
50,267,2,427
1329,50,3,427
40,884,0,428
978,884,0,428
768,40,1,428
957,40,1,428
975,40,1,428
239,957,2,428
246,957,2,428
367,957,2,428
239,768,2,428
246,768,2,428
367,768,2,428
400,768,2,428
239,975,2,428
246,975,2,428
367,975,2,428
400,975,2,428
474,239,3,428
1041,239,3,428
474,367,3,428
1041,367,3,428
75,367,3,428
862,367,3,428
1054,474,4,428
1054,862,4,428
931,862,4,428
1054,1041,4,428
931,1041,4,428
651,1041,4,428
1054,75,4,428
931,75,4,428
651,75,4,428
258,75,4,428
433,75,4,428
861,75,4,428
523,651,5,428
888,651,5,428
523,258,5,428
888,258,5,428
627,258,5,428
523,861,5,428
888,861,5,428
627,861,5,428
523,931,5,428
888,931,5,428
627,931,5,428
789,931,5,428
523,433,5,428
888,433,5,428
627,433,5,428
789,433,5,428
523,1054,5,428
888,1054,5,428
627,1054,5,428
789,1054,5,428
728,1054,5,428
1194,1054,5,428
375,789,6,428
837,789,6,428
375,728,6,428
837,728,6,428
583,375,7,428
682,375,7,428
1060,198,0,432
502,1060,1,432
626,630,0,433
688,630,0,433
1008,688,1,433
1008,626,1,433
623,1008,2,433
1132,1387,0,434
388,934,0,435
634,87,0,436
50,634,1,436
66,634,1,436
349,66,2,436
1036,66,2,436
349,50,2,436
1036,50,2,436
678,1036,3,436
678,349,3,436
216,349,3,436
328,349,3,436
933,349,3,436
989,349,3,436
407,678,4,436
407,989,4,436
407,216,4,436
407,933,4,436
407,328,4,436
426,328,4,436
677,328,4,436
582,426,5,436
582,677,5,436
630,677,5,436
994,677,5,436
1005,677,5,436
324,1005,6,436
324,630,6,436
518,561,0,440
556,561,0,440
1032,556,1,440
1032,518,1,440
284,518,1,440
151,284,2,440
151,1032,2,440
146,1032,2,440
152,1032,2,440
994,1032,2,440
1073,1032,2,440
380,151,3,440
380,1073,3,440
380,146,3,440
110,146,3,440
768,146,3,440
380,994,3,440
110,994,3,440
768,994,3,440
249,994,3,440
380,152,3,440
110,152,3,440
768,152,3,440
249,152,3,440
452,152,3,440
719,380,4,440
719,768,4,440
719,249,4,440
257,249,4,440
793,249,4,440
719,110,4,440
257,110,4,440
793,110,4,440
741,110,4,440
719,452,4,440
257,452,4,440
793,452,4,440
741,452,4,440
436,793,5,440
781,793,5,440
436,741,5,440
781,741,5,440
167,741,5,440
182,741,5,440
436,257,5,440
781,257,5,440
167,257,5,440
182,257,5,440
436,719,5,440
781,719,5,440
167,719,5,440
182,719,5,440
271,719,5,440
554,719,5,440
562,719,5,440
1480,562,6,440
1480,167,6,440
2,167,6,440
1480,781,6,440
2,781,6,440
1480,554,6,440
2,554,6,440
567,554,6,440
1480,182,6,440
2,182,6,440
567,182,6,440
1480,436,6,440
2,436,6,440
567,436,6,440
899,436,6,440
175,567,7,440
1127,567,7,440
175,2,7,440
1127,2,7,440
263,2,7,440
1125,2,7,440
175,899,7,440
1127,899,7,440
263,899,7,440
1125,899,7,440
55,899,7,440
1362,1127,8,440
1362,1125,8,440
1362,55,8,440
934,55,8,440
1284,55,8,440
1362,263,8,440
934,263,8,440
1284,263,8,440
1083,934,9,440
1083,1362,9,440
80,1362,9,440
1166,1362,9,440
1083,1284,9,440
80,1284,9,440
1166,1284,9,440
621,80,10,440
826,80,10,440
1473,1418,0,442
766,1221,0,444
326,766,1,444
1374,326,2,444
980,402,0,445
431,980,1,445
1039,826,0,446
208,794,0,449
272,625,0,450
306,608,0,451
1124,306,1,451
492,1364,0,452
1419,1364,0,452
244,1419,1,452
244,492,1,452
1354,244,2,452
1357,244,2,452
1110,1354,3,452
1170,1354,3,452
1110,1357,3,452
1170,1357,3,452
185,169,0,453
606,185,1,453
59,606,2,453
208,606,2,453
1180,208,3,453
1362,208,3,453
1180,59,3,453
1362,59,3,453
1105,1180,4,453
1105,1362,4,453
174,2,0,458
1058,174,1,458
869,1058,2,458
1250,1058,2,458
684,869,3,458
789,869,3,458
152,789,4,458
152,684,4,458
471,684,4,458
258,471,5,458
478,258,6,458
1306,1104,0,459
114,157,0,460
743,114,1,460
1050,743,2,460
882,309,0,462
274,882,1,462
639,322,0,465
59,982,0,468
73,982,0,468
498,1052,0,469
1109,1262,0,470
1432,1109,1,470
848,714,0,471
1017,714,0,471
1382,1248,0,473
207,1074,0,479
676,207,1,479
853,676,2,479
430,853,3,479
767,996,0,480
378,767,1,480
604,767,1,480
802,378,2,480
802,604,2,480
57,604,2,480
109,604,2,480
441,604,2,480
620,57,3,480
979,57,3,480
620,109,3,480
979,109,3,480
636,109,3,480
736,109,3,480
847,109,3,480
620,441,3,480
979,441,3,480
636,441,3,480
736,441,3,480
847,441,3,480
620,802,3,480
979,802,3,480
636,802,3,480
736,802,3,480
847,802,3,480
21,802,3,480
171,802,3,480
804,21,4,480
804,979,4,480
427,979,4,480
804,171,4,480
427,171,4,480
804,847,4,480
427,847,4,480
464,847,4,480
870,847,4,480
804,736,4,480
427,736,4,480
464,736,4,480
870,736,4,480
516,736,4,480
804,620,4,480
427,620,4,480
464,620,4,480
870,620,4,480
516,620,4,480
656,620,4,480
804,636,4,480
427,636,4,480
464,636,4,480
870,636,4,480
516,636,4,480
656,636,4,480
239,516,5,480
239,656,5,480
239,870,5,480
239,804,5,480
785,804,5,480
955,804,5,480
239,427,5,480
785,427,5,480
955,427,5,480
856,427,5,480
239,464,5,480
785,464,5,480
955,464,5,480
856,464,5,480
4,955,6,480
774,955,6,480
4,856,6,480
774,856,6,480
332,4,7,480
332,774,7,480
1190,774,7,480
716,1190,8,480
6,716,9,480
755,6,10,480
475,755,11,480
896,755,11,480
370,475,12,480
1180,475,12,480
370,896,12,480
1180,896,12,480
987,896,12,480
1144,1180,13,480
1306,1180,13,480
1144,987,13,480
1306,987,13,480
1144,370,13,480
1306,370,13,480
37,791,0,481
580,791,0,481
970,791,0,481
996,791,0,481
502,288,0,483
670,288,0,483
715,288,0,483
895,288,0,483
167,670,1,483
282,670,1,483
167,895,1,483
282,895,1,483
1364,895,1,483
167,502,1,483
282,502,1,483
1364,502,1,483
167,715,1,483
282,715,1,483
1364,715,1,483
665,715,1,483
1407,1364,2,483
1407,665,2,483
1407,167,2,483
949,167,2,483
1407,282,2,483
949,282,2,483
1048,727,0,484
166,1048,1,484
157,166,2,484
650,166,2,484
1068,650,3,484
1172,650,3,484
1068,157,3,484
1172,157,3,484
615,1068,4,484
58,615,5,484
519,58,6,484
543,394,0,486
644,543,1,486
732,543,1,486
995,732,2,486
995,644,2,486
108,995,3,486
583,942,0,487
597,583,1,487
1080,583,1,487
72,553,0,488
478,858,0,489
598,478,1,489
34,598,2,489
815,942,0,490
984,942,0,490
478,649,0,491
871,688,0,492
777,871,1,492
1022,970,0,493
252,1022,1,493
623,1022,1,493
648,1022,1,493
946,1022,1,493
321,623,2,493
321,252,2,493
321,946,2,493
321,648,2,493
851,321,3,493
506,746,0,494
953,154,0,496
120,953,1,496
457,953,1,496
490,953,1,496
884,953,1,496
584,457,2,496
852,457,2,496
584,490,2,496
852,490,2,496
95,490,2,496
1351,852,3,496
1351,584,3,496
119,584,3,496
123,1048,0,497
132,123,1,497
355,975,0,498
687,355,1,498
262,96,0,499
758,96,0,499
193,262,1,499
193,758,1,499
925,193,2,499
325,925,3,499
299,325,4,499
1034,325,4,499
144,299,5,499
538,144,6,499
185,538,7,499
344,1154,0,501
1026,547,0,503
305,1026,1,503
731,1026,1,503
1032,1026,1,503
1188,1026,1,503
374,731,2,503
988,731,2,503
374,1032,2,503
988,1032,2,503
278,1032,2,503
763,278,3,503
763,374,3,503
175,763,4,503
1094,763,4,503
842,1094,5,503
842,175,5,503
593,175,5,503
294,638,0,504
1017,386,0,505
1033,1017,1,505
878,1079,0,506
41,878,1,506
254,41,2,506
1264,41,2,506
423,254,3,506
749,254,3,506
839,254,3,506
423,1264,3,506
749,1264,3,506
839,1264,3,506
155,1264,3,506
604,839,4,506
604,155,4,506
828,155,4,506
1018,155,4,506
1138,155,4,506
604,749,4,506
828,749,4,506
1018,749,4,506
1138,749,4,506
530,749,4,506
604,423,4,506
828,423,4,506
1018,423,4,506
1138,423,4,506
530,423,4,506
924,423,4,506
120,924,5,506
120,1018,5,506
120,604,5,506
120,530,5,506
182,120,6,506
1142,120,6,506
611,182,7,506
841,182,7,506
368,49,0,507
11,368,1,507
651,11,2,507
265,651,3,507
390,265,4,507
387,677,0,509
714,677,0,509
930,677,0,509
1078,677,0,509
1123,677,0,509
635,1078,1,509
635,387,1,509
20,387,1,509
635,930,1,509
20,930,1,509
635,1123,1,509
20,1123,1,509
408,759,0,510
293,552,0,512
224,772,0,514
412,781,0,516
345,412,1,516
124,345,2,516
772,345,2,516
685,772,3,516
685,124,3,516
301,1002,0,517
654,1002,0,517
521,301,1,517
570,301,1,517
521,654,1,517
570,654,1,517
896,521,2,517
896,570,2,517
803,207,0,519
868,207,0,519
367,868,1,519
681,868,1,519
700,681,2,519
973,681,2,519
880,973,3,519
1016,973,3,519
783,880,4,519
783,1016,4,519
343,351,0,520
1440,1404,0,521
731,1440,1,521
1257,1246,0,523
328,426,0,524
570,426,0,524
301,536,0,525
397,536,0,525
656,536,0,525
764,397,1,525
764,656,1,525
764,301,1,525
767,764,2,525
411,773,0,528
1039,773,0,528
723,1039,1,528
1023,1039,1,528
723,411,1,528
1023,411,1,528
191,411,1,528
494,411,1,528
518,411,1,528
457,723,2,528
457,494,2,528
895,494,2,528
457,1023,2,528
895,1023,2,528
457,191,2,528
895,191,2,528
457,518,2,528
895,518,2,528
493,518,2,528
145,714,0,529
681,714,0,529
25,145,1,529
378,145,1,529
800,378,2,529
800,25,2,529
149,471,0,530
999,471,0,530
771,149,1,530
771,999,1,530
3,771,2,530
929,771,2,530
133,3,3,530
164,3,3,530
640,3,3,530
1182,3,3,530
1117,164,4,530
1117,1182,4,530
1117,133,4,530
1368,1117,5,530
1483,1117,5,530
889,422,0,531
895,889,1,531
1108,895,2,531
1336,1490,0,532
220,640,0,533
464,220,1,533
1376,464,2,533
1429,1466,0,534
1029,1429,1,534
1136,1429,1,534
563,1029,2,534
1080,1029,2,534
1186,469,0,537
854,112,0,538
771,535,0,539
809,1045,0,541
953,1045,0,541
1489,1045,0,541
1427,1489,1,541
823,390,0,542
710,823,1,542
347,710,2,542
867,544,0,543
623,475,0,546
221,623,1,546
171,221,2,546
889,221,2,546
864,171,3,546
1372,171,3,546
864,889,3,546
1372,889,3,546
135,864,4,546
135,1372,4,546
1419,1372,4,546
123,135,5,546
422,173,0,547
691,173,0,547
893,173,0,547
529,893,1,547
529,691,1,547
529,422,1,547
915,529,2,547
981,529,2,547
188,915,3,547
629,915,3,547
188,981,3,547
629,981,3,547
225,981,3,547
424,225,4,547
424,188,4,547
351,188,4,547
1040,188,4,547
424,629,4,547
351,629,4,547
1040,629,4,547
958,57,0,548
435,175,0,549
903,175,0,549
108,435,1,549
108,903,1,549
1087,903,1,549
176,571,0,550
52,867,0,552
906,918,0,553
499,693,0,554
124,499,1,554
1133,1355,0,555
1469,1133,1,555
264,1469,2,555
1054,351,0,558
1221,1155,0,560
485,945,0,564
66,1471,0,567
1131,1471,0,567
742,66,1,567
742,1131,1,567
305,889,0,568
457,305,1,568
743,305,1,568
747,305,1,568
584,457,2,568
584,743,2,568
965,743,2,568
584,747,2,568
965,747,2,568
7,747,2,568
130,747,2,568
193,965,3,568
1010,965,3,568
722,412,0,571
693,177,0,573
982,961,0,576
304,982,1,576
1068,982,1,576
381,304,2,576
381,1068,2,576
1334,1068,2,576
733,381,3,576
869,381,3,576
733,1334,3,576
869,1334,3,576
115,733,4,576
115,869,4,576
568,869,4,576
415,568,5,576
1070,568,5,576
415,115,5,576
1070,115,5,576
792,115,5,576
846,115,5,576
109,1070,6,576
109,415,6,576
109,846,6,576
239,846,6,576
633,846,6,576
885,846,6,576
1073,633,7,576
1073,885,7,576
79,885,7,576
1073,239,7,576
79,239,7,576
423,239,7,576
895,239,7,576
1073,109,7,576
79,109,7,576
423,109,7,576
895,109,7,576
501,109,7,576
778,895,8,576
947,895,8,576
778,501,8,576
947,501,8,576
693,501,8,576
778,423,8,576
947,423,8,576
693,423,8,576
282,423,8,576
778,1073,8,576
947,1073,8,576
693,1073,8,576
282,1073,8,576
482,1073,8,576
220,947,9,576
610,947,9,576
220,482,9,576
610,482,9,576
598,482,9,576
745,482,9,576
220,282,9,576
610,282,9,576
598,282,9,576
745,282,9,576
296,282,9,576
450,282,9,576
220,693,9,576
610,693,9,576
598,693,9,576
745,693,9,576
296,693,9,576
450,693,9,576
461,450,10,576
461,745,10,576
461,220,10,576
461,598,10,576
771,598,10,576
461,296,10,576
771,296,10,576
1248,296,10,576
487,461,11,576
923,461,11,576
1288,461,11,576
487,1248,11,576
923,1248,11,576
1288,1248,11,576
487,771,11,576
923,771,11,576
1288,771,11,576
393,771,11,576
171,487,12,576
171,393,12,576
292,393,12,576
171,923,12,576
292,923,12,576
496,923,12,576
1075,171,13,576
1372,171,13,576
1075,292,13,576
1372,292,13,576
1374,1372,14,576
1374,1075,14,576
257,1075,14,576
1107,1374,15,576
399,1004,0,577
12,399,1,577
856,716,0,580
235,856,1,580
378,856,1,580
304,271,0,583
1048,271,0,583
327,888,0,584
276,975,0,585
281,276,1,585
722,281,2,585
793,281,2,585
960,281,2,585
303,793,3,585
632,793,3,585
636,793,3,585
303,722,3,585
632,722,3,585
636,722,3,585
221,722,3,585
501,221,4,585
501,303,4,585
13,303,4,585
898,13,5,585
898,501,5,585
14,898,6,585
506,898,6,585
1001,585,0,586
419,1001,1,586
126,290,0,588
808,801,0,589
1039,808,1,589
330,1039,2,589
924,330,3,589
216,924,4,589
1125,172,0,590
135,1045,0,592
235,1045,0,592
67,235,1,592
163,235,1,592
67,135,1,592
163,135,1,592
786,631,0,593
72,786,1,593
350,786,1,593
657,350,2,593
657,72,2,593
16,657,3,593
451,657,3,593
374,16,4,593
374,451,4,593
272,451,4,593
211,272,5,593
794,272,5,593
453,211,6,593
660,211,6,593
453,794,6,593
660,794,6,593
1089,314,0,594
127,105,0,596
1060,105,0,596
467,127,1,596
220,134,0,597
983,688,0,599
1078,983,1,599
892,1078,2,599
903,1078,2,599
1087,903,3,599
1106,903,3,599
1087,892,3,599
1106,892,3,599
1041,1106,4,599
1207,1106,4,599
1293,1106,4,599
1041,1087,4,599
1207,1087,4,599
1293,1087,4,599
794,1293,5,599
140,794,6,599
929,224,0,600
119,929,1,600
838,974,0,605
200,838,1,605
161,558,0,608
645,558,0,608
956,558,0,608
594,645,1,608
807,645,1,608
1002,645,1,608
1291,645,1,608
594,956,1,608
807,956,1,608
1002,956,1,608
1291,956,1,608
563,807,2,608
563,1291,2,608
563,594,2,608
43,563,3,608
149,563,3,608
358,563,3,608
496,358,4,608
496,43,4,608
496,149,4,608
592,496,5,608
157,592,6,608
394,592,6,608
18,394,7,608
18,157,7,608
578,18,8,608
674,18,8,608
1015,18,8,608
985,674,9,608
1093,674,9,608
985,578,9,608
1093,578,9,608
985,1015,9,608
1093,1015,9,608
405,985,10,608
872,985,10,608
234,872,11,608
346,872,11,608
59,45,0,610
681,45,0,610
408,681,1,610
408,59,1,610
243,59,1,610
597,408,2,610
1023,408,2,610
12,597,3,610
531,597,3,610
12,1023,3,610
531,1023,3,610
847,1011,0,611
600,847,1,611
309,1012,0,612
636,1012,0,612
182,636,1,612
182,309,1,612
624,309,1,612
272,182,2,612
1206,1293,0,614
1317,1206,1,614
1443,1317,2,614
1318,1443,3,614
273,57,0,616
1142,1252,0,617
1145,1142,1,617
1185,1142,1,617
834,1185,2,617
845,834,3,617
900,845,4,617
291,900,5,617
1253,900,5,617
142,718,0,618
648,142,1,618
240,714,0,620
565,714,0,620
352,565,1,620
352,240,1,620
1,240,1,620
71,1,2,620
773,71,3,620
20,498,0,622
1041,498,0,622
196,1041,1,622
196,20,1,622
728,196,2,622
58,1033,0,623
586,1033,0,623
1077,1033,0,623
153,586,1,623
935,586,1,623
153,58,1,623
935,58,1,623
153,1077,1,623
935,1077,1,623
136,1077,1,623
24,136,2,623
474,136,2,623
888,136,2,623
24,935,2,623
474,935,2,623
888,935,2,623
857,935,2,623
24,153,2,623
474,153,2,623
888,153,2,623
857,153,2,623
596,153,2,623
704,888,3,623
704,474,3,623
704,24,3,623
704,857,3,623
347,857,3,623
991,857,3,623
704,596,3,623
347,596,3,623
991,596,3,623
580,704,4,623
580,991,4,623
79,991,4,623
498,79,5,623
900,79,5,623
556,498,6,623
740,498,6,623
556,900,6,623
740,900,6,623
116,900,6,623
431,900,6,623
1196,900,6,623
1400,1196,7,623
1400,740,7,623
1400,116,7,623
1400,556,7,623
1400,431,7,623
40,1013,0,626
1314,40,1,626
646,1039,0,630
486,646,1,630
626,646,1,630
657,486,2,630
678,657,3,630
782,541,0,631
692,591,0,632
1087,692,1,632
583,1087,2,632
1356,583,3,632
1352,1147,0,633
842,916,0,634
409,842,1,634
674,842,1,634
118,674,2,634
236,674,2,634
253,674,2,634
449,674,2,634
1065,449,3,634
1065,118,3,634
427,118,3,634
1065,236,3,634
427,236,3,634
1065,253,3,634
427,253,3,634
969,253,3,634
1484,427,4,634
1484,1065,4,634
1484,969,4,634
290,241,0,636
123,290,1,636
708,290,1,636
484,123,2,636
538,123,2,636
484,708,2,636
538,708,2,636
1070,708,2,636
377,538,3,636
377,1070,3,636
1066,1070,3,636
377,484,3,636
1066,484,3,636
38,484,3,636
961,484,3,636
184,377,4,636
191,377,4,636
184,1066,4,636
191,1066,4,636
527,1066,4,636
184,38,4,636
191,38,4,636
527,38,4,636
888,38,4,636
1043,888,5,636
63,1043,6,636
321,1043,6,636
187,321,7,636
337,321,7,636
652,337,8,636
652,187,8,636
201,187,8,636
852,187,8,636
267,852,9,636
469,852,9,636
267,652,9,636
469,652,9,636
120,469,10,636
691,469,10,636
474,122,0,637
693,122,0,637
1036,693,1,637
1036,474,1,637
612,1319,0,638
502,612,1,638
368,1253,0,641
1410,948,0,643
1047,864,0,645
792,1047,1,645
325,1032,0,649
913,325,1,649
738,913,2,649
593,738,3,649
309,593,4,649
187,309,5,649
326,520,0,652
995,788,0,653
815,995,1,653
976,815,2,653
200,236,0,655
1195,1436,0,656
43,807,0,657
424,807,0,657
552,807,0,657
956,424,1,657
956,43,1,657
48,448,0,658
553,448,0,658
906,448,0,658
877,906,1,658
1058,906,1,658
877,48,1,658
1058,48,1,658
308,48,1,658
642,48,1,658
471,877,2,658
556,877,2,658
471,642,2,658
556,642,2,658
687,642,2,658
471,1058,2,658
556,1058,2,658
687,1058,2,658
396,1058,2,658
1039,556,3,658
1039,471,3,658
919,471,3,658
1039,396,3,658
919,396,3,658
423,396,3,658
533,396,3,658
1039,687,3,658
919,687,3,658
423,687,3,658
533,687,3,658
37,687,3,658
271,687,3,658
588,687,3,658
336,1039,4,658
632,1039,4,658
336,37,4,658
632,37,4,658
27,37,4,658
1082,37,4,658
336,271,4,658
632,271,4,658
27,271,4,658
1082,271,4,658
172,271,4,658
930,271,4,658
336,919,4,658
632,919,4,658
27,919,4,658
1082,919,4,658
172,919,4,658
930,919,4,658
35,919,4,658
322,919,4,658
838,919,4,658
336,588,4,658
632,588,4,658
27,588,4,658
1082,588,4,658
172,588,4,658
930,588,4,658
35,588,4,658
322,588,4,658
838,588,4,658
327,588,4,658
373,588,4,658
830,588,4,658
975,588,4,658
336,423,4,658
632,423,4,658
27,423,4,658
1082,423,4,658
172,423,4,658
930,423,4,658
35,423,4,658
322,423,4,658
838,423,4,658
327,423,4,658
373,423,4,658
830,423,4,658
975,423,4,658
1051,423,4,658
336,533,4,658
632,533,4,658
27,533,4,658
1082,533,4,658
172,533,4,658
930,533,4,658
35,533,4,658
322,533,4,658
838,533,4,658
327,533,4,658
373,533,4,658
830,533,4,658
975,533,4,658
1051,533,4,658
723,322,5,658
723,632,5,658
273,632,5,658
723,838,5,658
273,838,5,658
205,838,5,658
723,975,5,658
273,975,5,658
205,975,5,658
313,975,5,658
723,35,5,658
273,35,5,658
205,35,5,658
313,35,5,658
514,35,5,658
723,27,5,658
273,27,5,658
205,27,5,658
313,27,5,658
514,27,5,658
723,1082,5,658
273,1082,5,658
205,1082,5,658
313,1082,5,658
514,1082,5,658
723,172,5,658
273,172,5,658
205,172,5,658
313,172,5,658
514,172,5,658
454,172,5,658
723,373,5,658
273,373,5,658
205,373,5,658
313,373,5,658
514,373,5,658
454,373,5,658
1290,373,5,658
723,930,5,658
273,930,5,658
205,930,5,658
313,930,5,658
514,930,5,658
454,930,5,658
1290,930,5,658
503,930,5,658
956,930,5,658
723,1051,5,658
273,1051,5,658
205,1051,5,658
313,1051,5,658
514,1051,5,658
454,1051,5,658
1290,1051,5,658
503,1051,5,658
956,1051,5,658
628,1051,5,658
719,1051,5,658
723,830,5,658
273,830,5,658
205,830,5,658
313,830,5,658
514,830,5,658
454,830,5,658
1290,830,5,658
503,830,5,658
956,830,5,658
628,830,5,658
719,830,5,658
723,336,5,658
273,336,5,658
205,336,5,658
313,336,5,658
514,336,5,658
454,336,5,658
1290,336,5,658
503,336,5,658
956,336,5,658
628,336,5,658
719,336,5,658
638,336,5,658
723,327,5,658
273,327,5,658
205,327,5,658
313,327,5,658
514,327,5,658
454,327,5,658
1290,327,5,658
503,327,5,658
956,327,5,658
628,327,5,658
719,327,5,658
638,327,5,658
696,514,6,658
696,205,6,658
496,205,6,658
696,273,6,658
496,273,6,658
670,273,6,658
696,956,6,658
496,956,6,658
670,956,6,658
1094,956,6,658
696,723,6,658
496,723,6,658
670,723,6,658
1094,723,6,658
696,313,6,658
496,313,6,658
670,313,6,658
1094,313,6,658
218,313,6,658
696,719,6,658
496,719,6,658
670,719,6,658
1094,719,6,658
218,719,6,658
743,719,6,658
1056,719,6,658
696,628,6,658
496,628,6,658
670,628,6,658
1094,628,6,658
218,628,6,658
743,628,6,658
1056,628,6,658
194,628,6,658
800,628,6,658
696,638,6,658
496,638,6,658
670,638,6,658
1094,638,6,658
218,638,6,658
743,638,6,658
1056,638,6,658
194,638,6,658
800,638,6,658
165,638,6,658
696,1290,6,658
496,1290,6,658
670,1290,6,658
1094,1290,6,658
218,1290,6,658
743,1290,6,658
1056,1290,6,658
194,1290,6,658
800,1290,6,658
165,1290,6,658
696,454,6,658
496,454,6,658
670,454,6,658
1094,454,6,658
218,454,6,658
743,454,6,658
1056,454,6,658
194,454,6,658
800,454,6,658
165,454,6,658
696,503,6,658
496,503,6,658
670,503,6,658
1094,503,6,658
218,503,6,658
743,503,6,658
1056,503,6,658
194,503,6,658
800,503,6,658
165,503,6,658
199,503,6,658
144,1094,7,658
415,1094,7,658
729,1094,7,658
144,743,7,658
415,743,7,658
729,743,7,658
440,743,7,658
1471,743,7,658
144,194,7,658
415,194,7,658
729,194,7,658
440,194,7,658
1471,194,7,658
519,194,7,658
1301,194,7,658
144,199,7,658
415,199,7,658
729,199,7,658
440,199,7,658
1471,199,7,658
519,199,7,658
1301,199,7,658
304,199,7,658
144,165,7,658
415,165,7,658
729,165,7,658
440,165,7,658
1471,165,7,658
519,165,7,658
1301,165,7,658
304,165,7,658
144,1056,7,658
415,1056,7,658
729,1056,7,658
440,1056,7,658
1471,1056,7,658
519,1056,7,658
1301,1056,7,658
304,1056,7,658
272,1056,7,658
144,218,7,658
415,218,7,658
729,218,7,658
440,218,7,658
1471,218,7,658
519,218,7,658
1301,218,7,658
304,218,7,658
272,218,7,658
326,218,7,658
144,670,7,658
415,670,7,658
729,670,7,658
440,670,7,658
1471,670,7,658
519,670,7,658
1301,670,7,658
304,670,7,658
272,670,7,658
326,670,7,658
602,670,7,658
144,496,7,658
415,496,7,658
729,496,7,658
440,496,7,658
1471,496,7,658
